"Ad name","Amount spent (USD)",Impressions,"Clicks (all)","Link clicks","Reporting starts","Reporting ends"
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 01-29-2026",229.75,10267,272,252,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",229.48,3441,71,53,2025-09-15,2026-03-03
"SC89_CityPricesV5 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",224.95,3226,114,111,2025-09-15,2026-03-03
"VHK16_EnjoyHolidayMove | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-11-2025",224.05,2268,113,111,2025-09-15,2026-03-03
"SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025",223.92,4435,66,27,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK4_WeGotYouCovered | CB2_StressFree | 1-11-2026",222.18,3483,38,23,2025-09-15,2026-03-03
"Excited Transformation - Proclamation Lead 3 - CID79VBYJC | CB7_MovingA2Bedroom | 02-25-2026",221.61,10205,160,133,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026",220.6,4638,119,39,2025-09-15,2026-03-03
"SC7_CheckThis | SV10_TwitterStyleDark | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025",220.32,5843,59,38,2025-09-15,2026-03-03
"No Ghosting - Offer Lead 2 - CID69Y9ZCL | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",219.4,9609,228,193,2025-09-15,2026-03-03
"SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025",217.54,7123,214,70,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK15_FullServiceMoves | CB8_BeforeYouBook | 2-2-2026",217.13,5959,132,103,2025-09-15,2026-03-03
"SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-22-2025",215.28,5386,83,54,2025-09-15,2026-03-03
"Calm Confidence - Promise Lead 2 - CID8XU7QPS | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026",215.18,16703,136,137,2025-09-15,2026-03-03
"SC11_FlyingFunny | SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 01-26-2026",215.16,11388,373,350,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 2 - CID3HKSZUJ | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",213.81,3543,57,35,2025-09-15,2026-03-03
"SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",213.78,3431,44,39,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 10-06-2025",210.38,8205,171,121,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CB1_Savings | 02-23-2026 - Copy",209.7,8500,193,186,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK21_PlanningAcross-country | CB9_3BR-POSITIONINGANGLE | 02-26-2026",209.61,4057,80,36,2025-09-15,2026-03-03
"VHK20_Ialmostdidn't | VB5_BiggestWorry | VV7_UGC_CostAngle1_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026",209.39,1814,218,247,2025-09-15,2026-03-03
"SC91_SingleV1 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",208.62,3175,88,54,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",208.61,7794,157,48,2025-09-15,2026-03-03
"DCO | Top Ads + Copy | 1-18-2026",208.36,4882,116,47,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK22_MovingYourEntire | CB9_3BR-POSITIONINGANGLE | 02-26-2026",207.68,3740,45,27,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 5 - CID2V10TCW | CHK1_SaveUpTo50 | CB1_Savings | 03-03-2026",206.67,2966,40,19,2025-09-15,2026-03-03
"SC65_YouMovingStressHandled | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",206.14,2171,75,48,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",205.65,6792,158,146,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",205,7234,108,51,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK9_StressFree | CB6_MovingOutOfState | 2-2-2026",203.52,2824,36,28,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV9_GmailLight | CB1_Savings | 2-2-2026",201.51,4673,75,49,2025-09-15,2026-03-03
"SC12_FinalCheck _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB1_Savings | 10-28-2025",199.88,3238,68,51,2025-09-15,2026-03-03
"Quiet Overwhelm - Offer Lead 1 - CIDG985JBO | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",199.69,4433,95,96,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 10-13-2025",197.52,2724,42,29,2025-09-15,2026-03-03
"SC63_NYNewHome | SV26_MovingChangesMia | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",197.06,2398,86,77,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK15_FullServiceMoves | CB8_BeforeYouBook | 2-2-2026",196.97,2342,46,34,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 02-11-2026",193.78,5552,164,126,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",193.05,3143,345,378,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 01-25-2026",192.87,4861,111,28,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025",192.51,4773,76,54,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV9_GmailLight | CB1_Savings | 2-2-2026",192.51,4514,58,32,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 1-11-2026",191.48,3280,52,34,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",190.35,6600,127,99,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK21_PlanningAcross-country | CB9_3BR-POSITIONINGANGLE | 02-26-2026",189.98,6511,74,61,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 2-8-2026",188.98,1392,26,17,2025-09-15,2026-03-03
"Visual Move Proof - Offer Lead 4 - CIDN0ITFCD | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",188.86,3971,70,61,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",187.19,8531,86,70,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",187.12,8872,76,43,2025-09-15,2026-03-03
"VHK22_IThoughtCostMore | VB6_MovingOffBecauseCost | VV8_UGC_CostAngle2_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026",183.4,1993,366,424,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026",181.02,6905,177,153,2025-09-15,2026-03-03
"VHK9_MovingLongDistance | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025",180.77,2245,72,71,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 10-06-2025",178.51,6305,164,109,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",177.46,6022,102,86,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 1-26-2026",177.43,9599,196,196,2025-09-15,2026-03-03
"SC62_NYNewZP | SV25_MovingChangesLA | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",177.36,1671,62,49,2025-09-15,2026-03-03
"SC26_LongDistance1597HolidayV3CTA2 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025",176.53,2877,91,83,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",176.2,27827,401,229,2025-09-15,2026-03-03
"SC10_Saved2k | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-30-2025",175.24,5682,79,44,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",175.19,5326,234,223,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-04-2026",174.49,3418,676,759,2025-09-15,2026-03-03
"SC86_CityPricesV2 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",174.41,2820,64,57,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 11-16-2025 - Related Media",173.23,2100,131,123,2025-09-15,2026-03-03
"SC88_CityPricesV4 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 02-18-2026",172.32,2643,38,36,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 09-28-2025",170.93,6361,46,37,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",170.22,3064,29,16,2025-09-15,2026-03-03
"Moving Cost Clarity - Offer Lead 10 - CIDIYMA396 | CB7_MovingA2Bedroom | 02-26-2026",170.18,3384,38,28,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",169.98,1261,136,148,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",169.53,2747,35,25,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026",169.29,1544,297,322,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 01-26-2026",168.6,4733,320,340,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",168.15,6808,71,55,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025",167.52,4807,86,48,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-28-2025",166.91,5953,264,69,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK20_Movinga3+bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026",166.65,5810,83,57,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-29-2026",166.26,2666,23,13,2025-09-15,2026-03-03
"SC95_SingleV5 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",165.35,2880,179,180,2025-09-15,2026-03-03
"Hook2 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025",163.08,2263,72,67,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",162.26,2019,58,56,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 1-26-2026",161.73,6354,281,289,2025-09-15,2026-03-03
"SC24_LongDistance1597HolidayV2CTA2 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025",161.53,2474,61,54,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 10-28-2025",159.21,5542,137,77,2025-09-15,2026-03-03
"SC63_NYNewHome | SV25_MovingChangesLA | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",159.09,1466,64,58,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK17_LongDistanceMoves | CB8_BeforeYouBook | 2-10-2026",158.81,5842,74,50,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 11-10-2025",158.08,2519,134,132,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-18-2026",157.69,1318,21,13,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 01-29-2026",157.45,5616,132,41,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",156.86,4471,99,79,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 3 - CID5P9LMHL | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",156.48,1794,186,192,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-8-2026",155.5,3365,34,19,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026",155.23,2971,76,18,2025-09-15,2026-03-03
"SC88_CityPricesV4 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026 - Copy",154.98,4520,121,120,2025-09-15,2026-03-03
"VHK7_AffordableMoving | VB3_VAMQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB3_CostSavings | 10-30-2025",154.69,1845,43,39,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-30-2025",153.64,4924,77,41,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-04-2026",152.83,2225,432,457,2025-09-15,2026-03-03
"SC77_HowtoCompare | SV30_EducationalLayout | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",152.79,2560,52,37,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",151.04,3092,156,125,2025-09-15,2026-03-03
"Belongings Protection - Story Lead 3 - CIDLUMZU8S | CB7_MovingA2Bedroom | 03-02-2026",150.5,7271,87,75,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 01-29-2026",145.77,4244,168,162,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",144,5315,56,28,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",141.76,1092,169,189,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026",141.65,1899,31,18,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 09-22-2025",141.21,4545,54,33,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 02-04-2026",141.07,2304,25,18,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK13_SmarterMoving | CB7_MovingA2Bedroom | 2-2-2026",139.03,2248,35,16,2025-09-15,2026-03-03
"SC17_LongSaveBook | SV3_TruckBack | CHK3_StressFreeLongDistance | CB2_StressFree | 11-11-2025",138.49,2610,82,79,2025-09-15,2026-03-03
"No Ghosting - Offer Lead 4 - CID3E4OGPT | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",138.37,5882,106,97,2025-09-15,2026-03-03
"Full Relocation Specialist - Problem-Solution Lead - CID3FG4R9C | CB7_MovingA2Bedroom | 03-02-2026",137.75,6175,90,83,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB1_Savings | 09-22-2025",136.54,1738,30,17,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026",136.47,11789,122,111,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 03-03-2026",135.71,5322,122,36,2025-09-15,2026-03-03
"VHK11_TruckInsured | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025",135.48,1238,26,18,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",134.85,3103,36,22,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",134.57,1933,43,30,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",133.49,2213,36,25,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 10-28-2025",133.34,4265,156,32,2025-09-15,2026-03-03
"SC62_NYNewZP | SV26_MovingChangesMia | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",132.51,1262,52,47,2025-09-15,2026-03-03
"SC85_WantedToSeeOptions | SV9_GmailLight | CB1_Savings | 2-2-2026",131.94,3243,58,38,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK11_MovingLongDistance | CB6_MovingOutOfState | 2-2-2026",131.69,2147,26,21,2025-09-15,2026-03-03
"Threat / Hot Alarm - Proclamation Lead 3 - CIDCUXHK5L | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",131.65,5225,64,59,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-28-2025",129.9,3503,161,56,2025-09-15,2026-03-03
"SC64_RelaxLeaveItToUs | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026",129.73,1489,37,27,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK7_CrossCountry | CB5_LongDistanceMoves | 2-2-2026",128.81,1779,22,15,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",127.96,6677,73,59,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",126.12,4512,48,31,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 2-2-2026",124.64,1605,24,11,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK16_KnowYourRealCosts | CB8_BeforeYouBook | 2-10-2026",124.48,5125,70,42,2025-09-15,2026-03-03
"SC34_CheckThisHolidayV4 | SV9_GmailLight | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025",124.23,3065,101,28,2025-09-15,2026-03-03
"Hook1 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",123.03,1568,55,39,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",123.01,2766,66,60,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",122.86,4991,54,36,2025-09-15,2026-03-03
"SC56_MoreWorkThanYouThinkV2 | SV23_BeforeAndAfter | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",122.44,1041,38,34,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB1_Savings | 09-22-2025",122.25,3161,41,21,2025-09-15,2026-03-03
"SC79_NotAllMovingQuotes | SV30_EducationalLayout | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",121.66,2224,71,71,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",121.45,3026,148,143,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 01-26-2026",121.06,4049,363,399,2025-09-15,2026-03-03
"VHK19_Iassumed | VB5_BiggestWorry | VV7_UGC_CostAngle1_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026",120.92,1127,93,104,2025-09-15,2026-03-03
"VHK14_StressFreeMove | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-11-2025",120.65,1148,52,55,2025-09-15,2026-03-03
"Hook3 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",119.41,1686,67,57,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",117.98,1993,18,8,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",117.67,3302,29,12,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",116.23,3090,23,13,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",116.03,4477,65,52,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",115.79,4166,75,15,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-23-2026 - Copy",115.7,3858,145,132,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",113.97,1444,39,19,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK21_PlanningAcross-country | CB9_3BR-POSITIONINGANGLE | 02-26-2026",113.88,3752,41,33,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",112.09,1742,24,15,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 11-16-2025",111.45,1461,79,73,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 1-11-2026",109.98,1156,25,16,2025-09-15,2026-03-03
"SC23_LongDistance1597HolidayV2CTA1 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025",109.38,1641,46,44,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CHK6_CheckRate | CB1_Savings | 02-18-2026",108.93,2172,30,18,2025-09-15,2026-03-03
"SC88_CityPricesV4 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026",108.09,3190,30,25,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",108.01,1435,29,16,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-8-2026",105.98,3307,29,12,2025-09-15,2026-03-03
"SC12_FinalCheck _ SV8_Gmail_White | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025",105.94,2771,72,22,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-04-2026",105.89,3129,87,19,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-28-2025",104.86,3781,120,27,2025-09-15,2026-03-03
"SC88_CityPricesV4 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 02-18-2026",104.56,1471,16,11,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025",104.26,3343,55,30,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV31_AppleNoteLight | CB1_Savings | 2-2-2026",104.04,3084,70,59,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026",103.89,3850,69,43,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",103.63,2342,62,21,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",103.11,1009,20,11,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK3_StressFreeLongDistance | CB2_StressFree | 09-30-2025",102.9,2688,26,9,2025-09-15,2026-03-03
