Launch Date,Status,,Ad Name,Cost,Leads,CPL,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,RPS,ROAS,Profit,CTR (all),CTR (link),CPM,Impressions,Clicks (all),Link Clicks,Closes,Cash Collected,Revenue
,,,SC114_NYtoCA+4B | SV13_GmailDark,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/17/2026,Testing,,SC115_3-4BCrossCountryMove | SV35_FullTruckInterior,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/17/2026,Testing,,SC116_1.5k-3.5kSQFTCrossCountry | SV35_FullTruckInterior,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/17/2026,Testing,,SC117_WeSpecializeInFullHousehold | SV35_FullTruckInterior,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/17/2026,Testing,,SC118_NoHL-3-4B | SV35_FullTruckInterior,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/17/2026,Testing,,SC119_MostMoversCan'tHandle | SV35_FullTruckInterior,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 6 - CIDCXT73QZ,$138.06,1,$138.06,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$138.06,1.81%,1.21%,$28.36,"4,868",88,59,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 1 - CIDWNTI0MF,$133.80,7,$19.11,7,$19.11,7,$19.11,2,$66.90,4,$33.45,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$133.80,1.90%,1.45%,$31.37,"4,265",81,62,,,
2/15/2026,Winner,Active,Similar Customer Proof - Offer Lead 7 - CIDWODX622,$506.20,12,$42.18,10,$50.62,12,$42.18,2,$253.10,1,$506.20,1,$506.20,"$2,598.79","$2,598.79",5.13,"$2,092.59",1.86%,1.46%,$27.87,"18,160",338,266,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 2 - CIDZEKBWGE,$73.26,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$73.26,1.86%,1.60%,$24.36,"3,008",56,48,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 8 - CIDRRJQ28D,$22.07,4,$5.52,3,$7.36,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$22.07,1.46%,1.24%,$24.83,889,13,11,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 3 - CIDB0WV4K3,$68.38,1,$68.38,1,$68.38,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$68.38,1.63%,1.44%,$31.83,"2,148",35,31,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 9 - CIDC9FEYF1,$14.95,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$14.95,1.89%,1.75%,$21.76,687,13,12,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 4 - CID87RDIIV,$9.92,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.92,0.74%,0.74%,$36.74,270,2,2,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 10 - CIDC8BPE2T,$34.64,1,$34.64,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$34.64,2.52%,2.52%,$31.12,"1,113",28,28,,,
2/15/2026,Testing,Active,Similar Customer Proof - Offer Lead 5 - CIDR0EU553,$9.82,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.82,1.27%,1.27%,$31.08,316,4,4,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA,$71.42,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$71.42,2.60%,2.29%,$36.36,"1,964",51,45,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ,$71.10,2,$35.55,2,$35.55,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$71.10,1.83%,1.51%,$32.50,"2,188",40,33,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 3 - CIDOCC5C16,$190.43,1,$190.43,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$190.43,1.79%,1.32%,$23.31,"8,168",146,108,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA,$25.17,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$25.17,2.20%,1.88%,$26.36,955,21,18,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW,$94.84,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$94.84,7.51%,7.87%,$37.50,"2,529",190,199,,,
2/23/2026,On the fence,Active,3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1,$935.50,7,$133.64,5,$187.10,3,$311.83,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$935.50,14.02%,14.92%,$39.98,"23,401","3,280","3,491",,,
2/23/2026,Testing,Active,3BR Cross-Country Cost - Offer Lead 2 - CIDI84XP93,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/23/2026,Testing,Active,3BR Cross-Country Cost - Offer Lead 3 - CIDAQDYQIB,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/23/2026,Testing,Active,3BR Cross-Country Cost - Offer Lead 4 - CIDH442IYJ,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/23/2026,Testing,Active,3BR Cross-Country Cost - Offer Lead 5 - CID1CJMDXT,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,No Ghosting - Offer Lead 1 - CIDNBTUF8H,$9.79,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.79,1.36%,0.68%,$33.19,295,4,2,,,
2/25/2026,Testing,Active,No Ghosting - Offer Lead 2 - CID69Y9ZCL,$8.29,1,$8.29,1,$8.29,1,$8.29,1,$8.29,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$8.29,1.01%,1.52%,$41.87,198,2,3,,,
2/25/2026,Testing,Active,No Ghosting - Offer Lead 3 - CIDZG9UND1,$9.16,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.16,1.56%,1.17%,$35.64,257,4,3,,,
2/25/2026,Testing,Active,No Ghosting - Offer Lead 4 - CID3E4OGPT,$12.05,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$12.05,1.61%,1.61%,$38.75,311,5,5,,,
2/25/2026,Testing,Active,No Ghosting - Offer Lead 5 - CIDSIF28US,$14.34,1,$14.34,1,$14.34,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$14.34,1.54%,1.10%,$31.52,455,7,5,,,
2/17/2026,Testing,Active,Visual Move Proof - Offer Lead 1 - CID9MFVST3,$45.40,1,$45.40,1,$45.40,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$45.40,5.07%,4.87%,$92.09,493,25,24,,,
2/17/2026,Testing,Active,Visual Move Proof - Offer Lead 2 - CIDE4IW7FH,$74.87,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$74.87,1.58%,1.69%,$79.06,947,15,16,,,
2/17/2026,Testing,Active,Visual Move Proof - Offer Lead 3 - CIDAD21588,$15.80,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$15.80,4.39%,3.41%,$77.07,205,9,7,,,
2/17/2026,Testing,Active,Visual Move Proof - Offer Lead 4 - CIDN0ITFCD,$188.86,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$188.86,1.76%,1.54%,$47.56,"3,971",70,61,,,
2/17/2026,Testing,Active,Visual Move Proof - Offer Lead 5 - CIDA2EIQQL,$29.56,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$29.56,3.84%,4.06%,$66.73,443,17,18,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 1 - CIDWQV6338,$365.95,5,$73.19,5,$73.19,6,$60.99,1,$365.95,1,$365.95,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$365.95,2.59%,2.09%,$30.80,"11,882",308,248,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0,$105.24,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$105.24,2.51%,1.54%,$30.02,"3,506",88,54,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF,$66.73,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$66.73,5.97%,6.24%,$35.59,"1,875",112,117,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 4 - CIDYRPATLC,$54.72,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$54.72,3.01%,2.85%,$27.89,"1,962",59,56,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0,$78.51,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$78.51,3.90%,3.27%,$30.61,"2,565",100,84,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP,$174.94,3,$58.31,3,$58.31,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$174.94,1.74%,1.48%,$24.21,"7,227",126,107,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK,$44.69,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$44.69,1.51%,1.34%,$24.92,"1,793",27,24,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 8 - CID1BKK728,$23.19,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$23.19,3.58%,3.58%,$20.74,"1,118",40,40,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 9 - CIDRPFL60W,$87.64,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$87.64,1.27%,0.95%,$18.60,"4,713",60,45,,,
2/23/2026,Testing,Active,3BR Customer Relief - Offer Lead 10 - CID9STT0TQ,$75.75,1,$75.75,1,$75.75,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$75.75,1.44%,1.08%,$21.00,"3,608",52,39,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK,$50.71,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$50.71,2.42%,1.87%,$27.85,"1,821",44,34,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 7 - CIDND82MRP,$80.11,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$80.11,1.39%,0.66%,$26.61,"3,011",42,20,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 8 - CID31QDI0T,$39.54,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$39.54,1.86%,1.86%,$35.02,"1,129",21,21,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7,$29.69,1,$29.69,1,$29.69,1,$29.69,1,$29.69,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$29.69,3.12%,2.85%,$26.44,"1,123",35,32,,,
2/23/2026,Testing,Active,3BR Owner Stories - Offer Lead 10 - CID4C22FWG,$54.72,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$54.72,5.06%,5.06%,$28.28,"1,935",98,98,,,
2/25/2026,Testing,Active,Quiet Overwhelm - Offer Lead 1 - CIDG985JBO,$9.59,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.59,5.00%,5.00%,$119.88,80,4,4,,,
2/25/2026,Testing,Active,Quiet Overwhelm - Offer Lead 2 - CIDMI1364S,$3.36,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$3.36,0.00%,0.00%,$70.00,48,0,0,,,
2/25/2026,Testing,Active,Quiet Overwhelm - Offer Lead 3 - CID6B6ZP1T,$18.45,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$18.45,4.03%,2.42%,$148.79,124,5,3,,,
2/25/2026,Testing,Active,Quiet Overwhelm - Offer Lead 4 - CIDO82ZBNH,$24.81,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$24.81,0.33%,0.33%,$82.15,302,1,1,,,
2/25/2026,Testing,Active,Quiet Overwhelm - Offer Lead 5 - CIDKGUYFZR,$1.99,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$1.99,0.00%,0.00%,$51.03,39,0,0,,,
2/25/2026,Testing,Active,Threat / Hot Alarm - Proclamation Lead 1 - CIDAYH2KTY,$17.92,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$17.92,0.85%,0.85%,$75.93,236,2,2,,,
2/25/2026,Testing,Active,Threat / Hot Alarm - Proclamation Lead 2 - CIDZA3W871,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Threat / Hot Alarm - Proclamation Lead 3 - CIDCUXHK5L,$5.52,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$5.52,1.20%,0.00%,$66.51,83,1,0,,,
2/25/2026,Testing,Active,Threat / Hot Alarm - Proclamation Lead 4 - CID1GHWEZP,$27.51,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$27.51,1.73%,0.99%,$67.93,405,7,4,,,
2/25/2026,Testing,Active,Threat / Hot Alarm - Proclamation Lead 5 - CIDU0C7XY1,$2.79,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$2.79,0.00%,0.00%,$68.05,41,0,0,,,
,,,Calm Confidence - Promise Lead 1 - CIDYWWUBC1,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Calm Confidence - Promise Lead 2 - CID8XU7QPS,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Calm Confidence - Promise Lead 3 - CID5KCNS18,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Calm Confidence - Promise Lead 4 - CIDX2FFEQK,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Calm Confidence - Promise Lead 5 - CID7TW5YZH,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Excited Transformation - Proclamation Lead 1 - CIDGLH1K6V,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Excited Transformation - Proclamation Lead 2 - CIDRNZ1UVN,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Excited Transformation - Proclamation Lead 3 - CID79VBYJC,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Excited Transformation - Proclamation Lead 4 - CID8D135P9,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Excited Transformation - Proclamation Lead 5 - CIDPPPSICO,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
2/25/2026,Testing,Active,Moving Cost Clarity - Offer Lead 1 - CID9Y6TGDB,$6.54,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$6.54,2.29%,1.53%,$49.92,131,3,2,,,
2/25/2026,Testing,Active,Moving Cost Clarity - Offer Lead 2 - CIDI9HB0RK,$17.22,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$17.22,0.97%,0.65%,$55.91,308,3,2,,,
2/25/2026,Testing,Active,Moving Cost Clarity - Offer Lead 3 - CIDUUA2886,$9.31,1,$9.31,1,$9.31,1,$9.31,0,#DIV/0!,1,$9.31,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$9.31,2.24%,0.75%,$69.48,134,3,1,,,
2/25/2026,Testing,Active,Moving Cost Clarity - Offer Lead 4 - CIDMYP1BC7,$19.70,1,$19.70,1,$19.70,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$19.70,0.97%,0.48%,$95.17,207,2,1,,,
2/25/2026,Testing,Active,Moving Cost Clarity - Offer Lead 5 - CID7U549ZP,$4.14,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,0.00,-$4.14,0.00%,0.00%,$53.77,77,0,0,,,
,,,Moving Cost Clarity - Offer Lead 6 - CIDWP4VPPI,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Moving Cost Clarity - Offer Lead 7 - CIDSP6IW8O,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Moving Cost Clarity - Offer Lead 8 - CID6CV702P,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Moving Cost Clarity - Offer Lead 9 - CID4NPZBAG,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
,,,Moving Cost Clarity - Offer Lead 10 - CIDIYMA396,$0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,$0.00,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,,,
